Fecha_reporte;MT;Tipo_Mineral;Tonelaje;Ali_Cu;Ali_Pb;Ali_Zn;Ali_Fe;NaCN;ZnSO4;PAX;F582;pH;Flo1_Cu;Flo1_Pb;Flo1_Zn;Flo1_Fe;Cu;Zn;Recup_Cu;CuSO4;SIPX;F582;pH;Flo2_Cu;Flo2_Pb;Flo2_Zn;Flo2_Fe;Cu;Zn;Recup_Zn
9-Jul-14;2291;M5;10000;0.46;0.02;0.3;4.76;15;150;45;20;10;13.2;0.3;5.4;9.7;46.2;33.9;42;;;;;;;;;;;
10-Jul-14;2292;M5;20966;0.44;0.01;0.07;4.99;20;;55;15;10.4;10.3;0.1;0.6;8.8;56.1;20.4;35;;;;;;;;;;;
10-Jul-14;2293;M6;27803;0.43;0.03;1.14;2.69;5;150;45;20;10.4;13.2;0.6;7.7;9.1;67.7;14.8;60;100;3;5;11;1.38;0.09;31.84;2.58;7.64;65.94;63
10-Jul-14;2294;M5;32689;0.36;0.02;0.33;4.09;15;50;45;20;10.2;16.3;1;2.1;9.8;50.3;6.8;44;;;;;;;;;;;
11-Jul-14;2295;M6;0;0.67;0.02;1.07;7.39;50;150;5;5;9.2;10.1;0.3;18.8;9.2;14;16.2;13;100;15;5;11.2;7.11;0.12;16.42;9.16;42.37;60.97;60
11-Jul-14;2296;M6;0;0.48;0.02;0.52;6.22;30;100;5;10;9.2;7.6;0.2;13;7.7;35;54.1;34;100;5;5;11.2;7.12;0.13;6.14;10;31.43;24.47;23.5
11-Jul-14;2297;M6;0;0.55;0.02;0.58;5.16;50;150;7;7;10.1;8.7;0.4;9.3;6.4;15;14.8;14;100;20;5;11.1;5.73;0.1;10.65;5.67;33.06;56.53;55.5
11-Jul-14;2298;M6;0;0.56;0.02;0.64;5.11;60;100;45;15;9.9;7.2;0.4;4.7;5.9;14.9;8.5;14;100;15;5;11.2;3.46;0.19;8.24;4.42;14.46;30;29
11-Jul-14;2299;M6;0;0.74;0.02;1.02;5.58;30;100;45;15;10.2;11.4;0.6;9.5;6.7;23.5;14.4;22.5;100;25;5;11.2;3.84;0.23;13.47;4.53;10.74;27.79;26.5
11-Jul-14;2300;M6;0;0.59;0.02;0.7;5.69;60;100;45;15;10.1;7.7;0.4;7;6.3;15.8;12.2;15;100;25;5;11.2;6.04;0.22;12.62;5.66;20.05;35.27;34
11-Jul-14;2301;M6;0;0.6;0.02;0.38;5.8;60;100;45;15;10.1;19.4;0.9;1.5;8.5;34.1;4.3;33;;;;;;;;;;;
11-Jul-14;2302;M6;0;0.61;0.03;0.9;4.47;60;100;45;15;10;17.3;0.7;2.1;7.3;44.6;3.7;43.5;;;;;;;;;;;
12-Jul-14;2303;M4B;19875;0.09;1.72;1.7;5.81;5;200;40;15;9.5;0.7;18.5;6.6;18.2;64.7;29.8;64;50;5;7;11.2;0.36;1.75;24.24;6.67;16.49;55.6;54.5
14-Jul-14;2304;M4B;33596;0.38;0.22;1.21;4.18;10;150;25;10;10;14.1;9.6;5;13.7;63.8;7.1;63;50;9;5;11.2;1.76;0.63;28.16;4.52;16.22;81.86;81
14-Jul-14;2305;M4B;33649;0.8;0.16;1.09;7.89;10;150;45;10;10.1;14.7;3.7;2.7;15.4;67.5;9;82;50;6;5;11.2;4.33;0.27;28.37;7.96;17.46;84.2;83
14-Jul-14;2306;M4BT;27428;0.79;0.01;0.82;9.04;60;150;10;10;10;10;0.1;16.6;13.1;45.6;73.1;43;50;8;;11.2;8.76;0.08;3.87;23.71;19.8;8.44;8
14-Jul-14;2307;M4BT;13804;0.92;0.01;1.3;10.48;40;200;2;5;10;15.4;0;24.3;12.7;16.1;18.2;15;40;5;5;11.3;10.86;0.02;15.91;13.61;65.83;69.48;68.5
14-Jul-14;2308;M4BT;14860;0.92;0.01;1.18;10.53;60;200;3;10;9.9;11.8;0;28;10.6;10.6;19.6;9.5;50;5;5;11.2;12.36;0.04;16.08;13.91;63.64;64.39;63
14-Jul-14;2309;M4B;40920;0.89;0.02;1.73;9.15;20;200;10;10;10;16.7;0.2;12.9;17.1;82.5;33;81.5;50;5;5;11.2;2.06;0.02;29.12;7.42;8.17;60.03;59
18-Jul-14;2320;M6;25121;1.3;0.03;1.38;6.9;50;180;45;15;9.8;18.7;0.4;5.9;11;41.3;12.2;39;180;8;5;11.2;3.43;0.26;34.95;4.11;5.37;51.03;49
18-Jul-14;2321;M5;22279;0.52;0.02;0.22;5.52;15;80;25;15;10.1;8.8;0.6;5.5;7.7;24;41.7;23;;;;;;;;;;;
16-Jul-14;2322;M6;10481;0.87;0.02;1.41;6.67;40;150;35;10;10.5;24.1;0.4;4.9;11.7;66.6;8.3;65.5;150;15;5;11.2;2.97;0.03;41.95;3.86;9.5;81.79;81
18-Jul-14;2323;M6;34586;0.79;0.03;0.82;2.36;40;150;20;10;9.8;23.1;0.8;10;8;52.6;21.6;50;150;5;5;11.2;9.88;0.15;25.2;4.46;28.01;68.05;66
19-Jul-14;2324;M5;22826;0.18;0.03;0.09;3.84;5;0;12.5;10;9.8;6.5;1.9;0.9;5.6;35.6;11.8;34;;;;;;;;;;;
19-Jul-14;2330;M4B;36919;1.15;0.01;1.79;11.84;60;180;10;10;9.9;15.8;0;14.2;17.4;65.4;34.2;64;180;5;5;11;4.46;0.01;26.98;11.48;13.86;48.67;48
25-Jul-14;2331;M6;20208;0.75;0.04;0.95;4.6;30;200;40;10;10.1;15.7;0.8;3.5;8.9;77.1;13;71;100;10;10;11.1;2.01;0.1;28.58;3.76;7.23;78.11;75
25-Jul-14;2332;M5;19515;0.46;0.02;0.31;4.23;30;100;25;10;10;14.5;0.5;1.2;7.8;62.5;7.9;55.2;;;;;;;;;;;
26-Jul-14;2333;M6;45492;1.05;0.03;2;4.59;60;200;35;15;10;19.7;0.6;4.4;8.3;62.4;7.3;60;150;30;10;11.1;2.77;0.11;30.78;3.35;14.3;83.5;82
26-Jul-14;2334;M4B;35460;1.38;0.08;2.02;7.86;20;200;30;20;10.1;17.4;1.1;11.5;13.6;58.2;27.2;56;50;5;5;11.2;7.38;0.27;26.25;8.15;25.94;65.33;63
26-Jul-14;2335;M2A;8310;0.71;0.05;0.52;6.52;15;100;10;25;10;10.3;0.7;13;9.6;36.4;63.4;36;;;;;;;;;;;
28-Jul-14;2336;M2A;0;0.8;0.01;0.26;9.03;20;150;3;5;10.2;16.8;0.1;4.9;22.1;73.4;66;71.2;;;;;;;;;;;
28-Jul-14;2337;M2A;0;0.94;0.01;0.21;9.97;20;150;4;5;10.3;19;0.1;3.8;22.1;75.1;68.4;73;;;;;;;;;;;
28-Jul-14;2338;M2A;0;0.47;0.02;0.24;6.38;20;150;2;5;10.3;16.8;0.3;2.9;19.7;62.2;22.9;60.5;;;;;;;;;;;
27-Jul-14;2339;M4B;0;0.58;0.01;0.8;10.69;50;200;5;5;10.2;12.2;0.2;9.8;18.7;55.5;32.6;45;50;6;;11.8;3.22;0.02;16.4;10.43;9.3;34.46;33
27-Jul-14;2347;M6;38835;1.1;0.02;1.46;10.59;60;200;10;10;10;8.5;0.2;13.7;17.8;41.8;51;39.5;50;5;;11.2;5.34;0.21;2.87;15.22;7.31;2.96;3
27-Jul-14;2348;M2AT;10256;1.3;0.01;0.27;10.72;30;150;10;15;10.1;15.8;0.1;2.9;21.3;72.3;62.9;70.3;;;;;;;;;;;
29-Jul-14;2349;M6;23595;1.61;0.03;1.29;7.21;60;200;45;20;10.2;16.9;0.3;1.7;13.6;68.9;9.1;67;150;35;5;11.2;6.53;0.03;24.03;8.21;17.73;84.6;78
29-Jul-14;2350;M6;19204;1.43;0.02;0.59;6.53;30;200;45;20;10.1;14.5;0.3;1;11;34;5.9;31.5;100;10;10;11.1;8.74;0.12;19.41;9.29;9.56;51.93;45
29-Jul-14;2351;M2A;10631;1.62;0.03;0.2;9.49;3;30;40;20;10.2;22.5;0.4;2.5;19.4;66.1;60.6;64;;;;;;;;;;;
7-Ago-14;2352;M2AT;0;0.64;0.01;0.36;13.14;15;82;6;5;9.9;11;0.1;5.4;22.5;73.9;64.4;67;;;;;;;;;;;
29-Jul-14;2353;M1;36885;0.45;0.01;0.06;6.76;5;30;20;10;10.2;12.9;0.2;0.9;16.3;87.4;49;83.5;;;;;;;;;;;
29-Jul-14;2354;M6;98790;0.91;0.05;1.78;8.39;30;200;20;20;10;11.6;0.4;21.5;17.1;52.5;50.6;45;150;10;;11.2;4.02;0.25;3.6;17.7;4.76;2.22;3
30-Jul-14;2355;M5;56366;1.01;0.01;0.25;11.96;40;200;25;10;10.4;11.4;0.1;3;27.1;25.3;27;24;;;;;;;;;;;
30-Jul-14;2356;M4B;27023;0.74;0.28;1.57;9.24;45;200;10;5;10;12.2;6.6;23.9;12.7;61;57.3;55;200;5;5;11.4;5.5;0.66;20.6;11.82;20.13;36.05;34
30-Jul-14;2357;M6;10024;0.56;0.02;1.19;1.43;40;200;35;15;10.2;10.1;0.1;5.4;4.9;84.9;20;75;200;25;5;11.5;1.38;0.02;35.82;1.82;6.33;73.04;72
30-Jul-14;2358;M5;13200;0.69;0.01;0.09;2.85;40;100;45;15;10.6;24;0.2;2.8;6.2;86.9;79.4;84;;;;;;;;;;;
7-Ago-14;2359;M2AT;18137;1.02;0.03;0.31;9.59;60;50;40;20;10;14.6;0.4;4.6;15.4;53.9;54.9;52;;;;;;;;;;;
30-Jul-14;2360;M6;14899;0.45;0.03;0.55;3.31;30;150;30;5;10.6;23;1.7;3.4;11.2;73;8.8;72;150;15;;11.1;2.93;0.08;29.36;3.71;9.37;76.8;75.5
1-Ago-14;2361;M6;0;0.66;0.01;1.03;7.49;40;200;35;15;9.9;7.4;0.2;8.9;8;24.1;18.6;23;200;25;2;11;4.44;0.04;10.79;7.2;26.35;40.79;39
1-Ago-14;2362;M6;0;0.51;0.02;0.5;5.62;45;150;30;15;9.9;5;0.1;4.2;6.1;35.8;29.7;34.8;200;25;2;11;2.86;0.04;4.3;5.63;26.06;38.34;37
1-Ago-14;2363;M6;0;0.57;0.02;0.57;5.01;40;150;45;15;9.9;3.1;0.1;2.1;4.4;23.3;15.6;21.5;200;25;2;11;2.86;0.07;5.29;4.5;14.31;26.1;25
1-Ago-14;2364;M6;0;0.64;0.02;0.89;4.87;40;200;40;15;9.9;3.9;0.2;4.6;4.5;16.4;13.8;15;200;25;2;11;4.64;0.14;8.61;4.94;35.51;47.46;46
1-Ago-14;2365;M6;21645;0.78;0.03;0.99;5.19;60;200;45;15;9.9;7.6;0.3;5.1;5.9;51.5;27.1;49;250;30;2;11;2.56;0.14;11.25;4.41;15.77;54.51;52
5-Ago-14;2366;M6;21645;0.6;0.02;0.68;4.55;60;250;45;15;9.8;5.7;0.3;8;5.4;18;23.5;17;200;30;15;11;6.1;0.13;8.82;6.01;39.23;52.49;46
5-Ago-14;2367;M5;0;0.63;0.02;0.65;5.24;30;150;30;15;9.8;8;0.4;9.4;6.3;35.7;38.3;33;;;;;;;;;;;
7-Ago-14;2368;M4B;0;0.59;0.02;1.02;9.86;30;150;5;5;10;13.3;0.2;4.8;19.5;73.5;15.1;70.4;180;4;5;11.2;1.46;0.01;22.56;10.04;7.08;61.98;60
8-Ago-14;2377;M4B;59351;0.61;0.01;0.89;5.84;30;150;30;15;10;14.5;0.2;8.1;10.3;56;21.9;54.2;150;15;5;11;2.98;0.05;31.61;4.59;8.58;63.16;61.5
9-Ago-14;2378;M5;56816;0.52;0.02;0.3;5.67;40;100;60;25;10;9.8;0.5;8.8;7;30.4;47.5;28;;;;;;;;;;;
8-Ago-14;2379;M2A;53764;0.6;0.02;0.13;7.38;30;50;50;10;10;21.9;0.3;0.7;17.8;74;13.4;73;;;;;;;;;;;
9-Ago-14;2380;M4B;22590;0.88;0.02;1.2;7.9;15;150;45;5;10.2;18.9;0.2;4.7;17.5;82.9;15.3;81.5;70;10;5;11.2;2.04;0.01;29.25;6.36;7.54;79.3;78
8-Ago-14;2381;M5;36008;0.5;0.02;0.18;5.34;40;50;50;5;10;21.6;0.6;0.8;10.8;66.2;6.6;64;;;;;;;;;;;
9-Ago-14;2382;M2A;62018;1.1;0.03;0.27;14.61;10;120;25;10;10;22.4;0.5;2.9;23.9;83.6;41.2;82;;;;;;;;;;;
8-Ago-14;2383;M4B;47355;1.24;0.18;2.89;10.21;60;250;5;5;9.9;14.9;3.9;20.4;13.9;24.4;14.3;21.5;150;25;5;11;6.24;0.85;33.94;8.79;32.28;75.42;69
10-Ago-14;2384;M6;56567;1.62;0.03;1.8;6.1;60;200;25;20;10;20.5;0.4;14.9;9.8;80;52.3;75;150;20;5;11.2;3.9;0.07;21.9;4.9;8.1;40.8;40
10-Ago-14;2385;M5;4773;0.54;0.01;0.06;7.03;30;50;25;25;10;15;0.2;1.2;10.1;79;64.8;76;;;;;;;;;;;
11-Ago-14;2386;M6;22860;0.62;0.03;0.67;1.92;50;150;40;5;10;20.4;0.7;2.9;7.6;86.2;11.2;84;100;15;5;11.2;1.58;0.05;29.17;2.51;4.59;78.81;78
15-Ago-14;2387;M2A;20000;0.47;0.01;0.11;5.78;30;0;6;5;10.2;11.2;0.2;2;19.3;76.3;55.4;72;;;;;;;;;;;
15-Ago-14;2388;M2A;20000;0.6;0.01;0.28;6;30;30;10;5;10.1;10.8;0.1;4;16.2;80.3;62.4;76;;;;;;;;;;;
15-Ago-14;2389;M2A;20000;0.52;0.01;0.17;6.86;15;30;5;5;10;10.6;0.1;2.6;17.7;81.6;57.5;76.5;;;;;;;;;;;
15-Ago-14;2390;M2;20000;0.99;0.02;0.11;7.82;20;0;10;5;10.2;13.9;0.1;1;22.3;92.4;54.2;86;;;;;;;;;;;
13-Ago-14;2391;M4B;40065;1.07;0.21;3.3;7.73;40;250;25;15;10.1;16.8;3.7;7.7;16.1;57;8.5;55.5;200;40;10;11.3;3.68;0.38;32.56;7.13;30.14;87.02;86
13-Ago-14;2392;M1;34069;2.09;0.02;0.28;15.54;10;100;35;10;10.3;21.2;0.1;1.7;27;93.1;53.1;91.5;;;;;;;;;;;
13-Ago-14;2393;M2A;79763;0.99;0.03;0.17;9.72;5;50;30;10;10.4;18.8;0.5;1.6;20.8;89.6;44.5;88;;;;;;;;;;;
13-Ago-14;2394;M4B;41738;1.92;0.07;5.13;8.82;20;250;45;30;10;18.2;0.8;8.9;15.9;58.6;10.7;57;200;55;10;11.2;3.78;0.08;39.28;6.5;21.26;82.85;82
13-Ago-14;2395;M5;17580;0.58;0.04;0.7;1.34;30;150;40;20;10.1;9.2;0.5;9.1;4.2;76.7;63.1;68;150;15;5;11.1;1.67;0.11;6.18;1.96;5.97;18.47;16.5
21-Ago-14;2434;M6;72338;0.6;0.02;1.28;5.91;30;180;55;15;10.1;15.6;0.4;5.5;12.7;67.8;11;55;110;7;5;11;1.81;0.02;37.63078681;4.57;8.03;77.08;72
21-Ago-14;2435;M2AT;29081;0.49;0.02;0.08;6.48;10;;35;10;10.3;18.3;0.6;1.4;16.1;83.7;38.6;79;;;;;;;;;;;
21-Ago-14;2436;M4BT;23074;0.71;0.03;1.32;6.88;20;150;55;15;10.2;17.5;0.4;6.1;16.4;80.5;15.1;72;120;7;5;11;1.74;0.03;40.8574461;4.9;6.19;77.78;74.5
26-Ago-14;2437;M4B;0;0.45;0.04;1.24;7.08;30;150;10;5;10;10.3;0.7;33.8;10.5;51.4;60.7;45;150;15;5;11;6.17;0.28;19.87;8.5;10.21;11.8;8
26-Ago-14;2438;M2A;0;0.49;0.02;0.4;9.18;40;150;10;5;10;17.4;0.3;5;21.4;72;25.4;67.5;;;;;;;;;;;
26-Ago-14;2439;M2A;0;0.36;0.03;0.16;3.42;20;50;15;10;10;17;0.8;2.9;18.4;66.7;23.9;63.5;;;;;;;;;;;
26-Ago-14;2440;M2A;0;0.53;0.02;0.49;10.24;20;100;10;10;10;17.3;0.5;5.7;21.2;59;22;55;;;;;;;;;;;
26-Ago-14;2441;M4B;0;0.37;0.02;0.74;10.23;30;150;10;5;10;17.1;0.6;8.6;17.9;46.8;11.6;42;150;15;5;11;4.6;0.08;26.31;10.53;24.09;67.6;63
26-Ago-14;2442;M4B;0;0.47;0.03;1.35;8.73;20;200;10;10;10;19.1;0.9;10.8;19.4;68.6;13.3;62;150;15;5;11;2.09;0.05;30.14;12.39;14.8;73.17;68
26-Ago-14;2443;M2A;0;0.62;0.01;0.27;10.48;40;100;5;10;10.4;11.3;0.1;4.9;21.9;70.7;69;65;;;;;;;;;;;
26-Ago-14;2444;M2A;0;0.48;0.02;0.36;11.18;40;100;6;5;10.4;11.3;0.2;4.4;21.2;56.2;29.7;50;;;;;;;;;;;
26-Ago-14;2445;M2A-M5;0;0.34;0.01;0.08;5.6;20;50;3;5;10.5;12.8;0.1;1.4;22.9;65.3;29.1;61.5;;;;;;;;;;;
26-Ago-14;2446;M4B;0;0.45;0.02;0.77;5.41;20;150;8;7;10;14.2;0.7;10.8;14;57.2;25;52;30;2;5;11.2;3.05;0.08;21.04;7.7;11.31;44.83;41
25-Ago-14;2456;M6/M5;0;0.64;0.05;1.84;8.01;50;150;15;10;10;15;0.9;15.5;12.3;33.5;11.9;30;150;15;5;11;5.36;0.21;34.82;8.35;24.39;54.5;50
25-Ago-14;2457;M5;0;0.76;0.01;0.32;5.55;40;150;30;10;10;21.5;0.2;9.3;15.5;59.1;58;52;;;;;;;;;;;
25-Ago-14;2458;M2AT-Zn/M5;0;0.83;0.02;0.69;6.1;30;150;45;20;10.2;18.7;0.2;6.7;12.8;68.5;29.4;61;150;20;5;11;3.1;0.07;23.6;5.4;6.2;55.5;48
26-Ago-14;2459;M6;0;1.49;0.03;1.99;6.07;30;200;30;20;10.2;24;0.5;6.3;14.1;81.5;15.9;74;100;15;5;11.2;3.01;0.04;32.91;4.79;9.99;80.97;74.5
26-Ago-14;2460;M6;0;1.48;0.03;1.9;5.42;50;200;20;15;10.1;24.4;0.4;7.1;12.3;81.6;18.1;74;100;10;5;11.2;2.99;0.05;35.34;3.87;8.38;76.08;71
26-Ago-14;2461;M6;0;1.07;0.04;1.08;10.89;30;100;10;15;10.1;22.7;0.7;4.1;17.8;79.9;13.9;72.5;100;7;5;11.2;3.37;0.06;28.74;8.66;9.57;79.32;73
30-Ago-14;2462;M2T;0;0.56;0.01;0.27;9.17;80;30;20;10;10.8;4.7;0;4.6;29.6;14;27.9;13;;;;;;;;;;;
30-Ago-14;2463;M2T;0;0.39;0.02;0.16;4.37;25;25;6;10;10.6;17.9;0.6;6.4;19.4;76.6;67.7;72;;;;;;;;;;;
30-Ago-14;2464;M2;0;0.48;0.02;0.12;8.2;15;20;17;5;10.6;18;0.3;2.6;23.8;75.3;42.8;72;;;;;;;;;;;
30-Ago-14;2465;M4BT;0;0.38;0.01;0.64;5.96;30;100;28;10;10.8;13.4;0.3;5.6;11.6;54.1;13.1;49;50;;5;11.1;1.8;0.02;31.9;5;6.6;67;62
30-Ago-14;2466;M2AT;0;0.47;0.02;0.38;3.98;30;50;15;10;10.4;14.9;0.6;11.1;17.2;76.6;69.1;72;;;;;;;;;;;
30-Ago-14;2467;M4BT;0;0.37;0.07;0.79;4.26;35;120;10;10;10.7;10.2;2.3;13.3;10.9;42.8;25.4;37;50;5;5;11.2;5;0.21;28.4;7.8;14.8;38.3;34
30-Ago-14;2468;M4B;0;0.56;0.01;0.73;10.82;40;90;12;5;10.3;11;0.1;2.4;13.8;59.2;9.9;55;60;18;;11.2;3.2;0.01;30.2;11.1;9.9;71.9;67
30-Ago-14;2469;M4BT;0;0.59;0.05;0.94;6.74;30;120;5;5;10.3;14;0.9;18.5;14.3;47.1;38.6;43;70;5;;11.2;5.7;0.81;25.6;12.6;12.8;35.6;32
30-Ago-14;2470;M2AT;0;0.27;0.02;0.27;3.34;30;40;5;5;10.4;10.7;0.6;2.8;11.7;62.9;16.7;57;;;;;;;;;;;
30-Ago-14;2471;M2T;0;0.43;0.01;0.45;10.18;30;50;5;5;10.3;10.2;0.1;11.4;15.4;64.2;69.5;60;;;;;;;;;;;
30-Ago-14;2472;M4BT;0;0.35;0.01;0.55;3.21;40;100;3;5;10;9.1;0.1;18.5;12.1;55.4;75;52;50;2;;11.2;6.61;0.08;5.01;14.75;18;9.06;7
30-Ago-14;2473;M4BT;0;0.27;0.05;1.12;3.73;60;150;12;5;10;8.7;2.5;9.4;9.9;31.8;8.3;28;80;5;;11.2;3.17;0.16;38.58;5.16;17.14;49.9;46.5
30-Ago-14;2474;M2T;0;0.61;0.01;0.27;8.84;30;40;5;5;10.3;12.4;0.1;7.6;16.8;61.1;82.8;57;;;;;;;;;;;
30-Ago-14;2475;M2;0;0.56;0.02;0.07;4.56;20;;7;5;10.4;17.9;0.3;2.2;19.7;75.1;63.1;72;;;;;;;;;;;
30-Ago-14;2476;M4B;0;0.37;0.02;0.4;4.2;30;80;22;5;10.1;10.1;0.5;1.5;11.8;63.7;12;60;50;4;5;11.2;7.06;0.06;21.77;9.96;12.33;49.19;46
30-Ago-14;2477;M4B;0;0.65;0.02;0.88;12.34;30;120;15;5;10;16.8;0.2;7.5;20.9;74.4;24.1;71.5;75;5;5;11.2;3.72;0.01;31.31;10.47;8.26;50.62;47
30-Ago-14;2478;M4B;0;0.7;0.02;0.75;15.76;40;120;28;5;10.3;18.5;0.4;5.6;22.7;74.7;20.8;72;75;3;5;11.3;4.68;0.01;27.65;13.94;10.02;54.77;52
31-Ago-14;2479;M2T;0;0.53;0.01;0.09;4.27;30;;10;5;10.6;21.4;0.2;2.3;20.9;77.4;52;72;;;;;;;;;;;
31-Ago-14;2480;M2T;0;0.53;0.01;0.13;7.31;30;20;10;10;10.8;15.6;0.1;3.8;22.3;67.6;68.6;64;;;;;;;;;;;
31-Ago-14;2481;M2;0;0.38;0.02;0.2;5.88;30;40;8;5;10.8;18.7;0.8;3.8;18.5;66.8;25;63;;;;;;;;;;;
31-Ago-14;2482;M4B;0;0.58;0.02;0.61;11.59;40;90;25;5;10.3;18.5;0.3;2.6;21;74.3;9.9;70;50;3;5;11.3;5.58;0.01;24.79;11.89;14.15;60.19;57
31-Ago-14;2483;M2T;0;0.48;0.01;0.26;7.47;40;40;7;5;10.8;13.1;0.1;7.7;23.5;46.7;51.7;42;;;;;;;;;;;
31-Ago-14;2484;M2AT;0;0.47;0.02;0.23;3.7;50;40;5;5;10.9;15.9;0.6;9.4;18.5;50.9;61.9;46;150;20;5;11.1;3.92;0.07;21.93;4.91;8.09;40.81;40
31-Ago-14;2485;M2T;0;0.67;0.02;0.08;3.74;30;;10;10;10.6;18.2;0.4;0.8;18.2;81;52.5;77;;;;;;;;;;;
31-Ago-14;2486;M2T;0;0.51;0.01;0.25;9.07;30;40;10;5;10.5;16.5;0.2;4.8;20.2;55.7;33.1;52.5;;;;;;;;;;;
31-Ago-14;2487;M4BT;0;0.54;0.02;0.54;8.94;50;100;15;5;10.2;15.7;0.3;5.8;22.5;61.8;22.6;58;40;3;5;11.5;5.94;0.02;17.51;14.23;9.18;26.86;24
1-Set-14;2488;M2AT/M5;0;0.2;0.01;0.06;2.26;10;;5;5;10.3;8.5;0.5;3.8;17.2;28.9;39;24.5;;;;;;;;;;;
;2489;M5;0;0.61;0.02;0.4;4.37;50;100;30;15;10.2;17;0.2;10.2;9.2;73.1;68;72;;;;;;;;;;;
;2490;M2AT;0;0.33;0.02;0.13;2.78;5;100;25;10;10.3;17;1;6;8.8;75.5;63.6;73.5;;;;;;;;;;;
26-Ago-14;2491;M4B;105754;1.43;0.02;2;12.45;20;150;25;5;10;20.6;0.1;6.6;21.5;82.8;19.2;80.5;150;20;5;11;2.21;0.01;30.36;18.59;6.87;68.61;66.5
27-Ago-14;2500;M6;30503;0.35;0.01;0.67;4.38;30;100;35;15;10;10.8;0.2;3.4;7.5;34.5;5.7;30;150;10;5;11.1;2.44;0.07;26.43;3.76;11.17;63.12;59.5
27-Ago-14;2501;M4BT;41835;0.73;0.02;1.64;7.3;30;150;40;10;10.1;18.6;0.5;6.1;16.8;65.1;9.4;61;150;15;5;11.2;4.35;0.02;39.04;7.91;20.73;82.11;78.5
1-Set-14;2502;M4B;60885;0.08;1.28;1.27;3.36;100;150;20;10;9.9;1.3;34.6;13.5;5;34.8;22.1;32;100;3;5;11.2;0.61;4.84;23.13;3.36;15.4;35.19;32
3-Set-14;2503;M6;20000;0.93;0.01;0.78;6.69;40;100;10;15;10.2;17;0.5;24.7;11;23;38.7;21;;;;;;;;;;;
3-Set-14;2504;M6;20000;0.66;0.01;0.11;6.16;5;20;10;15;10.3;26.4;0.4;0.7;22;53.2;7.5;49;;;;;;;;;;;
3-Set-14;2505;M5;20000;1.34;0.01;0.09;10.74;5;0;20;10;10.7;27.2;0;1;25.7;90.4;55.8;83;;;;;;;;;;;
3-Set-14;2506;M6;20000;1.94;0.03;1.47;7.13;30;180;35;25;10.5;23.6;0.5;20.6;11.5;66.4;72.2;60;70;3;5;11.2;15.15;0.25;22.98;8.16;11.13;21.1;17
3-Set-14;2507;M6;20000;1.14;0.1;1.26;6.25;40;140;35;25;10.3;25.3;2.6;5.6;17;56.1;11.1;53;75;5;5;11.2;8.56;0.9;38;7.22;19.36;76.47;72
3-Set-14;2508;M6;20000;0.48;0.01;1.07;4.79;25;130;35;25;10.3;25.5;0.6;3.7;11.4;46.2;3;38;75;8;5;11.2;5.47;0.06;42.45;4.61;24.4;83.19;77
3-Set-14;2509;M6;20000;1.25;0.01;1.1;4.65;40;130;10;15;10.4;24.1;0.4;22;10;59.8;60.5;55;75;3;5;11.3;15.81;0.13;21.08;6.74;22.26;32.89;28
3-Set-14;2510;M6;20000;1.43;0.02;2.54;4.85;30;280;17;15;10.3;18.7;0.4;28.2;9.1;71.6;60;66;200;5;5;11.3;6.33;0.08;40.87;3.69;8.66;31.09;27
3-Set-14;2511;M6;20000;1.17;0.02;1.41;5.68;30;170;10;15;10.3;24.1;0.7;10.3;14.2;55.9;18.8;51;100;3;0;11.3;8.85;0.11;38.27;7.21;18.77;63.85;59
3-Set-14;2512;M6;20000;0.95;0.03;1.09;5.36;30;120;10;15;10.3;27;1.3;10.1;12.4;56.1;18.4;51;70;3;0;11.3;9.69;0.15;36.45;6.77;19.67;64.68;60
3-Set-14;2513;M6;20000;0.6;0.01;0.46;6.87;40;60;5;15;10.3;13.5;0.2;14.6;11.6;46;62.2;41;;;;;;;;;;;
3-Set-14;2514;M6;20000;0.7;0.01;0.48;5.98;45;60;30;15;10.3;26.1;0.7;4.5;10.5;51;11.2;46;;;;;;;;;;;
3-Set-14;2515;M6;20000;0.63;0.02;0.95;3.12;45;130;35;15;10.2;27.7;1.1;3.1;15;63.3;4.5;59.5;50;3;0;11.3;5.68;0.15;44.5;4.61;14.15;69.28;65
3-Set-14;2516;M6;20000;0.99;0.01;0.95;5.04;45;130;35;25;10.2;27.5;0.4;5.8;10.5;53.8;13.7;49;70;5;0;11.3;10.66;0.15;36.56;4.75;13.09;53.84;49.5
3-Set-14;2517;M6;20000;0.64;0.03;1.18;3.69;45;140;35;25;10.3;22;1.7;13.6;9.8;77.5;22.7;74;80;5;0;10.3;2.46;0.11;49.71;2.51;6.89;66.14;63
4-Set-14;2518;M6;20000;0.73;0.03;1.67;4.28;45;180;32;20;10.3;26.8;1;10.8;12.8;73.9;12.8;69;130;5;;11.3;2.66;0.14;47.83;3.16;10.17;78.6;74
4-Set-14;2519;M6;20000;0.87;0.02;0.98;6.07;45;120;35;25;10.2;20.9;0.5;22.8;10.4;56.8;55.2;52;80;10;5;11.2;9.33;0.21;28.23;5.53;12.32;33.08;29
4-Set-14;2520;M6;20000;0.99;0.02;1.36;3.89;45;150;35;25;10.2;19.5;0.4;23.1;10.4;50.1;43.8;46.5;100;25;5;11.2;8.94;0.17;28.54;5.33;18.99;44.75;41
