Fecha_reporte;MT;Tipo_Mineral;Tonelaje;Ali_Cu;Ali_Pb;Ali_Zn;Ali_Fe;NaCN;ZnSO4;PAX;F582;pH;Flo1_Cu;Flo1_Pb;Flo1_Zn;Flo1_Fe;Cu;Zn;Recup_Cu;CuSO4;SIPX;F582;pH;Flo2_Cu;Flo2_Pb;Flo2_Zn;Flo2_Fe;Cu;Zn;Recup_Zn
20-Abr-10;;;0;1.67;0.41;8.21;13.7;20;180;10;10;9.8;20.7;7.4;9.8;21.2;54.6;5.1;58;300;35;10;10.8;2.5;0.3;50.5;7.1;22.6;90.8;87
20-Abr-10;MT-1076;M4A;70;1.22;0.16;3.82;15.21;60;200;5;10;9.83;19.8;3.93;7.4;21.1;46.76303318;5.559828717;50;300;25;5;11.04;5.88;0.34;35.15;12.88;39.2464455;74.63465724;72
26-May-10;MT-1078 al MT -1090;M4A;600;0.909166667;0.025;2.6425;16.35916667;40;150;9;8;10.2;19.48;0.38;7.41;21.28;77.81481281;10.5473693;76.8;200;25;5;11.3;1.28;0.02;36.2;10.32;7.824683812;78.85296312;77.5
3-Jun-10;MT-1091;M6;50;1.72;0.01;0.73;5.59;180;100;40;15;10.1;40.6;0.19;5.3;9.78;86.65601788;25.00388348;68;150;25;5;11;4.62;0.01;33.1;2.9;1.723645772;27.29561847;65
3-Jun-10;MT-1092;M6;50;3.07;0.01;4.13;9.92;180;200;22;25;10.1;30.88;0.1;15.68;12.6;75.59458989;28.46764919;68;200;15;5;11;5.57;0.01;46.5;5.03;10.98409084;68.00705947;65
3-Jun-10;MT-1093;M6;50;1.87;0.03;3.79;7.71;180;200;45;25;10.1;26.7;0.42;17.68;14.2;68.24377424;21.87311965;68;200;15;5;11;4.25;0.03;47;4.85;13.0847039;70.04054535;65
3-Jun-10;MT-1094;M6;50;1.74;0.03;3.17;6.11;180;200;100;15;10.1;32.24;0.38;5.24;15;79.11083578;7.086148222;68;200;35;5;11;1.66;0.07;48.5;2.62;4.297500619;69.19705385;65
3-Jun-10;MT-1095;M6;50;2.47;0.01;2.64;6.17;90;250;20;25;10;33.9;0.22;7.66;13.16;77.22372382;20.35600769;68;250;20;5;;7.14;0.03;37.5;5.6;11.9701763;73.34092745;65
3-Jun-10;MT-1096;M6;50;2.458847355;0.015455649;2.678535506;5.690371828;180;150;20;20;10;31.34;0.13;7.55;10.13;61.18618305;12.8009614;68;300;25;10;10.9;10.89;0.02;36.45;6.62;28.85411873;83.87233507;65
3-Jun-10;MT-1097;M6;50;1.585743696;0.01677303;0.516028466;4.417105008;90;200;20;20;9.9;32.26;0.16;8.44;9.04;85.997502;72.5253746;68;250;15;10;11;10.42;0.05;1.92;10.56;6.097364549;3.376757595;65
3-Jun-10;MT-1098;M6;50;0.86;0.01;0.96;5.55;180;150;65;20;9.9;19.87;0.3;2.23;11.55;60.4810159;6.464950539;68;200;15;10;10.9;6.33;0.03;22.25;6.08;25.84401858;86.5217875;65
3-Jun-10;MT-1099;M6;50;2.29;0.01;4.18;7.13;180;350;35;30;9.96;29.66;0.14;10.62;9.66;70.71744168;13.92132062;68;400;40;10;11.15;4.07;0.02;34.2;3.85;17.82239532;82.33761707;65
8-Jul-10;MT-1104;M6;64676;1.55;0.03;1.92;4.8;150;150;40;10;10.02;33.46;;7.17;11.17;87.5034007;15.0091748;85;200;40;10;11;1.73;;49.65;2.46;3.29346031;75.65963617;74
8-Jul-10;MT-1105;M6;43695;1.72;0.01;3.23;5.86;160;180;40;10;10.02;31.72;;15.06;10.06;81.71257446;22.36363204;80;220;30;10;10.8;2.3;;49.85;2.71;5.558891394;69.45238544;68
8-Jul-10;MT-1106;M6;27919;1.63;0.02;4.98;6.1;200;160;40;10;10;24.93;;13.34;8.74;61.64329883;10.7229992;60;250;40;10;10.8;4.9;;46.4;3.9;26.95454311;82.97566201;80
8-Jul-10;MT-1108;M6;15053;2.36;0.01;1.69;4.25;160;120;50;15;10.02;34.86;;7.72;9.5;80.92166375;22.10847444;79;180;40;15;10.8;4.42;;36.7;2.84;6.68951632;68.52397808;67
13-Jul-10;MT-1109;M6;22020;2.2;0.01;4.38;4.66;150;180;70;15;10.2;32.9;0.16;10.28;9.28;52.19467078;8.476491054;51;300;100;10;11;2.8;0.03;35;2.61;7.099543415;46.12465821;45
14-Jul-10;MT-1115;M4;31451;1.5173515;0.013734875;1.75763025;9.6470865;10;150;15;15;10;25.29;0.1;3.12;21.7;77.68536913;8.846294832;75.7;250;15;5;10.8;3.42;0.02;28.05;10.24;11.4;86.4;84.7
24-Jul-10;MT-1116;M2;18896;1.01;0.01;0.45;8.43;10;40;25;8;10.2;23.64;0.19;4.2;21.51;82.45598626;34.1362604;80;;;;;;;;;;;
25-Jul-10;MT-1117;M6;70301;2.25;0.01;1.33;8.14;150;100;65;20;10.2;33.12;0.13;11.73;12.05;88.31970328;54.44329121;85;150;10;5;11.1;2.7;0.02;34.15;3.83;1.610073331;35.44473113;34
26-Jul-10;MT-1118;M5;24144;1;0.01;0.11;7.05;80;50;80;20;10.2;32.18;0.25;1.83;10.37;80.42561392;28.02760504;77.5;;;;;;;;;;;
4-Ago-10;MT-1119;M4A;50;0.9;0.01;0.92;18.61;30;100;7;8;10.2;21.19;0.23;3.19;25.24;80.54218007;12.18704945;72;130;5;5;11.1;2.48;0.02;35.4;9.38;5.115814445;73.39759527;71
4-Ago-10;MT-1120;M4A;50;0.88;0.02;1.09;19.45;30;100;5;8;10.2;18.65;0.39;3.63;23.29;79.38557715;12.60088519;72;130;5;5;11.1;2.63;0.03;31.2;10.45;7.669989307;74.20364911;71
4-Ago-10;MT-1121;M4A;50;0.88;0.03;1.25;19.24;10;100;3;8;10.2;18.04;0.68;4;24.36;79.43594965;12.35336588;72;130;10;5;11.1;2.83;0.1;28.9;10.87;7.232959995;51.80506521;71
4-Ago-10;MT-1122;M4A;50;0.81;0.03;2.05;15.53;40;200;10;10;10;15.87;1.29;5.25;18.75;58.57877705;7.099237426;72;250;15;5;11;4.5;0.03;37.55;9.53;27.63696901;84.48446585;80
4-Ago-10;MT-1123;M4A;50;0.81;0.05;2.7;13.51;20;250;5;10;10;16.09;1.53;7.48;18.72;68.10013509;9.46770028;72;200;15;5;11;1.96;0.07;41.4;7.53;12.66231743;79.98497994;80
4-Ago-10;MT-1124;M4A;50;0.35;0.36;3.4;10.32;40;200;5;10;10.1;11.13;15.4;9.41;12.38;59.98517229;5.663980236;72;250;15;5;11;1.3;0.56;40.6;6.48;25.75262443;89.82299566;80
4-Ago-10;MT-1125;M4A;50;0.64;0.46;3.68;12.23;20;200;5;10;10;13.87;12.86;10.64;16.26;63.29961208;8.986557326;72;250;20;10;11;1.58;0.37;29;16.44;26.22316878;89.07446342;80
4-Ago-10;MT-1126;M4A;50;0.87;0.17;3.69;13.91;20;200;6;5;10;16.71;4.48;7.85;18.42;67.05383744;7.672990418;72;250;15;5;11;2.29;0.2;40.4;7.23;20.32976396;87.36269659;80
4-Ago-10;MT-1127;M4A;50;0.94;0.01;3.21;13.55;40;250;20;5;10;18.61;0.33;6.03;19.83;65.84160341;5.709583889;72;250;20;5;11;2.55;0.01;45.85;7.96;18.08613094;87.03179706;80
4-Ago-10;MT-1128;M4A;50;1.15;0.11;3.42;14.7;20;250;12.5;5;10;18.75;1.72;6.81;21.43;75.17882893;8.454228387;72;250;20;5;11;1.82;0.05;39.75;13.45;12.3213711;83.3215543;80
4-Ago-10;MT-1129;M4A;50;0.77;0.23;2.95;14.72;20;250;12.5;5;10;16.17;4.48;6.9;19.97;74.53458072;7.709530535;72;250;20;5;11;1.23;0.18;32.65;16.1;13.28813983;85.50141711;80
4-Ago-10;MT-1130;M4A;50;0.76;0.06;2.76;13.25;20;250;5;5;10;15.17;1.47;7.99;17.66;77.69196489;9.949675087;72;250;15;5;11;1.28;0.08;45.3;6.1;9.407570366;80.95381181;80
8-Ago-10;MT-1131;M6;75776;1.28;0.1;1.98;5.7;150;150;25;20;10.1;25.3;2.1;5.64;16.6;73.1857269;10.82454882;71;150;5;5;11.1;3.84;0.15;40;5.32;11.10803128;76.76984976;75
27-Ago-10;MT-1134;M6;0;2.05;0.01;4.35;9.6;160;180;25;20;10.2;35.02;0.22;6.62;14.66;61.11343818;5.227652844;62;280;20;5;11.1;3.91;0.01;54.2;4.32;13.46460643;84.45869508;82
29-Ago-10;MT-1135;M6;67560;1.54;0.16;4.04;5.81;160;180;35;20;10.4;24.26;3.68;9.72;15.66;56.64903328;7.916809819;57;280;20;5;11;4.32;0.11;51;4.75;20.41963505;84.08463552;83
29-Ago-10;MT-1137;M6;42289;1.29;0.04;1.14;5.45;160;120;50;15;10.2;34.44;1.26;4.94;16.04;67.37722164;9.836819086;66.5;130;15;5;11;2.91;0.2;31;3.81;2.869013609;31.10850157;40
30-Ago-10;MT-1138;M6;162300;2.14;0.07;5.69;8.89;160;150;60;15;10.5;29.22;1.22;4.68;21.48;69.88321471;3.981890475;68;280;25;5;11;4.21;0.02;53.9;5.8;19.86396623;90.47392502;88
31-Ago-10;MT-1139;M4;41239;1.17;0.06;5.75;4.93;100;200;35;15;10;22.28;1.51;7.4;16.65;68.7663189;4.858235034;67;250;50;5;10.85;2.27;0.03;48.1;4.23;20.13080914;90.73329065;89
31-Ago-10;MT-1140;M4A;20273;1.98;0.04;5.75;10.85;20;200;22.5;15;9.98;22.61;0.67;5.88;20.2;45.54907943;4.224041157;60;250;50;5;10.85;5.85;0.03;42.3;7.97;35.23889281;90.86121274;87.5
7-Set-10;MT-1142;M6;0;1.65;0.01;1.7;4.29;180;150;55;15;10;23.5;0.72;5.16;9.74;73.95560152;13.49213364;70.5;200;25;10;10.85;2.04;0.01;21.3;3;4.046393085;35.10308025;40
7-Set-10;MT-1143;M6;0;1.29;0.04;3.7;5.39;200;180;60;15;10;29.9;0.18;7;8.1;82.5539809;8.277442993;80;280;40;5;10.85;1.96;0.03;46.25;2.97;8.532911843;86.23513561;84
7-Set-10;MT-1144;M4;0;0.67;0.02;4;7.73;20;150;15;10;10;12.5;0.61;4.74;13.76;53.36989016;3.358780925;52;280;40;5;10.85;2.51;0.01;36.25;14.03;38.88995091;93.21562696;91.3
8-Set-10;MT-1146;M6;90611;1.7;0.02;1.19;5.65;200;120;90;20;10.1;29.45;0.38;6;8.63;82.84376947;21.53115727;78.5;200;30;10;10.7;2.4;0.04;49.9;2.39;2.271187224;60.23984017;65.8
16-Set-10;MT-1147;M5;16106;1.95;0.01;0.1;5.64;150;40;22;17;10.2;41.92;0.19;1.96;10.35;82.56939595;70.89909291;80;;;;;;;;;;;
16-Set-10;MT-1148;M6;57784;2.32;0.02;2.5;7.89;200;150;30;20;10;30.46;0.22;15.36;9.65;82.98876983;37.81009254;81;350;15;5;11;4.55;0.04;48.4;3.13;5.12186661;49.22540811;55
18-Oct-10;MT-1149;M1;198255;1.51;0.04;0.34;18.4;20;;20;5;10.5;15.14;0.56;2.01;23.36;85;53.5;83;;;;;;;;;;;
17-Nov-10;MT-1150;M2;151249;1.61;0.01;0.2;14.68;10;10;10;5;10.3;24.68;0.21;1.61;24.62;75.64935087;32.49289875;74;;;;;;;;;;;
17-Nov-10;MT-1151;M1;34598;1.97;0.01;0.25;16.26;20;;20;5;10.1;26.42;0.04;1.68;26.46;77.51279155;38.03149246;76.3;;;;;;;;;;;
17-Nov-10;MT-1152;M3;143291;2.34;0.01;1.96;16.75;40;180;30;15;10.3;22.95;0.06;3.14;24.39;72.561422;12.34217498;70.8;;;;;;;;;;;
16-Dic-10;MT-1153;M4;0;1.63;0.03;3.6;8.45;30;150;30;10;9.9;17.12;0.42;5.5;15.3;75.8;11.2;75;250;20;5;11.1;1.91;0.02;45.95;4.87;7.5;83.3;82
23-Ene-11;1154;M2;15055;2.01;0.01;0.13;15.9;20;20;8;15;10.1;27.8;0.1;1.4;25;77.5;65.6;77;;;;;;;;;;;
23-Ene-11;1155;M6;20843;3.03;0.01;0.93;17.03;20;100;9;15;10.1;29.1;0.1;5;24.9;72.2;39.4;71;120;5;10;;17.02;0.02;16.85;19;18.36217637;57.73372491;55
23-Ene-11;1156;M5;78570;1.27;0.01;0.16;11.6;30;30;13;15;10.1;32;0.2;2.9;17.2;67.5;43.3;66;;;;;;;;;;;
23-Ene-11;1157;M2;28175;0.63;0.01;0.07;8.25;5;20;6;15;10.1;18;0.1;1.2;17;79.1;54.2;78;;;;;;;;;;;
23-Ene-11;1158;M2;11656;0.41;0.01;0.08;6.46;10;20;25;25;10;14.7;0.2;1.2;9.8;53.2;22.3;52;;;;;;;;;;;
27-Ene-11;1159;M2;66184;0.82;0.01;0.05;7.57;30;;50;15;10;27.1;0.1;0.9;17.7;75.6;71.9;73;;;;;;;;;;;
27-Ene-11;1160;M2;212479;1.2;0.01;0.1;9.51;;;15;10;10;21.8;0.1;1.2;26;84;59.4;82;;;;;;;;;;;
8-Feb-11;1161;M6;49860;0.4;0.19;0.81;2.77;100;150;30;15;9.9;9;6.2;10;5.8;50.3;24.4;48.5;100;10;5;11;1.92;0.81;19;3.47;13.15956355;56.52560752;47
9-Feb-11;1162;M4A;34628;0.51;0.02;1.34;3.41;15;100;16;15;10.2;20.3;1.2;7.6;11;61.1;8.6;59.5;150;8;5;11;3.5;0.07;41.7;4.58;18.3;82.2;
22-Feb-11;1163;M6;0;1.02;0.03;2.34;12.31;160;180;20;5;9.9;25.2;0.6;13.5;18.1;51.6;11.9;48;200;20;5;10.9;6.55;0.09;43.9;8.16;23.48820149;67.71731974;65
22-Feb-11;1164;M6;0;1.15;0.12;2.81;8.56;180;200;15;10;9.5;23.9;2.3;15.8;12.4;48.6;12.6;45;240;35;5;10.9;6.75;0.33;40.4;7.03;31.85555334;74.49174937;72
22-Feb-11;1165;M6;0;1.05;0.04;3.42;12.79;250;200;15;10;9.6;15.8;0.8;26.2;11.9;25.2;12.8;22;260;35;5;10.9;5.86;0.26;42.8;7.94;25.12036146;56.39004323;53
22-Feb-11;1166;M5;144983;1.74;0.01;0.28;5.66;80;80;50;10;10.1;30;0.2;4.3;8.8;84.4;66.6;65;;;;;;;;;;;
22-Feb-11;1167;M6;68383;2.27;0.01;1.61;6.19;120;100;60;10;10.1;27.5;0.1;16;7.7;78.7;61.7;76.5;140;15;5;10.8;6.96;0.02;23.43;4.28;5.981311775;27.13755887;25
22-Feb-11;1168;M6;54023;1.19;0.05;2.08;5.14;80;120;14;15;10.2;22.8;1.3;6.3;12.8;60.3;9.7;71.5;150;16;5;11;4.48;0.13;34.2;4.84;17.49969952;78.22015346;76
22-Feb-11;1169;M5;14910;0.64;0.02;0.32;4.35;80;80;20;10;10.1;24.6;0.6;7.2;12.4;83.9;53;81.5;;;;;;;;;;;
22-Feb-11;1170;M6;28093;0.94;0.03;0.88;4.74;80;100;60;10;10.1;20;0.6;2.8;13.4;72.4;11.5;71;150;20;5;10.8;1.6;0.07;22.23;3.5;3.659468188;57.2384446;56
2-Mar-11;1171;M5;25215;1.56;0.01;0.25;9.01;80;80;60;44.4;10.2;21.6;0.1;2.1;15;71.2;40.7;70;;;;;;;;;;;
2-Mar-11;1172;M6;56498;2.51;0.01;1.44;10.28;120;100;85;44.4;10.2;27.4;0.1;11;11.9;86.3;61.7;61;550;50;33;10.8;3.17;0.01;15.8;7.15;3.818522907;33.95354867;33
2-Mar-11;1173;M2;76564;1.21;0.01;0.21;8.26;60;80;55;33.3;10.2;18.7;0.1;0.8;16.1;80.4;20;80;;;;;;;;;;;
4-Mar-11;1174;M2;0;0.34;0.01;0.07;3.3;5;;5;5;10.4;14.3;0.1;0.9;15.4;76;21.7;74.4;;;;;;;;;;;
4-Mar-11;1175;M4;0;0.98;0.01;0.83;8.24;15;180;15;10;9.6;19.2;0.1;4.5;18.9;85.6;22.5;83;250;10;10;10.8;1.7;0.01;15.7;17.94;6.974603582;72.36077152;70
4-Mar-11;1176;M2;0;1;0.01;0.26;8.02;15;70;45;15;9.8;17.1;0.1;2;18.7;89.5;46;88.5;;;;;;;;;;;
21-Mar-11;1177;M2;45;0.45;0.01;0.1;5.41;10;40;15;15;10.4;19.8;0.3;1.1;18.7;80.8;23.4;78.5;;;;;;;;;;;
21-Mar-11;1178;M5;55;1.12;0.01;0.48;5.75;50;100;50;30;10.4;25.3;0.1;6;10.8;78.1;44.7;76.8;;;;;;;;;;;
27-Mar-11;1179;M6;11080;2.02;0.03;1.28;1.9;400;80;20;15;9.9;27.2;0.3;4.7;7.9;80.3;17.2;78;200;15;5;10.9;5.67;0.04;39.4;3.27;8.035365584;69.58524178;67
2-Abr-11;1180;M6;36;0.79;0.05;2.43;5.58;80;200;55;15;10.2;21;1.6;6;11.1;69.4;7.1;68;250;35;5;11;1.33;0.14;41.1;3.06;7.3;81.3;80
22-Abr-11;1181;M4;106004;0.44;0.19;0.7;3.13;5;30;6;15;10.3;7.2;4.3;17.2;4.5;34.7;51;32;120;6;5;10.5;4.3;2.01;8.62;6.23;16.23137526;20.08364732;18
24-Abr-11;1182;M6;0;1.1;0.01;1.74;1.8;180;180;90;10;9.8;20.1;0.2;7.9;8.4;88.6;18.2;86;250;50;10;10.5;0.77;0.01;35.15;2.21;2.87822457;69.17196881;67.5
26-Abr-11;1183;M6;159611;2.25;0.05;3.53;9.76;50;200;60;10;9.9;21;0.4;12.4;16.4;77.9;23;75.5;250;25;10;10.3;2.39;0.1;42;5.38;8.262587403;72.93637457;71.5
26-Abr-11;1184;M4A;13403;2.48;0.01;0.79;16.47;20;100;40;5;9.9;29;0;4.4;26.2;89.1;42.9;87;200;13;5;10.3;5.4;0.01;12.16;19.59;7.633403414;54.02072144;52
26-Abr-11;1185;M2;64256;1.7;0.01;0.19;12.82;10;;18;10;10;24.3;0;2.8;23.5;90.5;89.6;89;;;;;;;;;;;
11-May-11;1186;M2;0;0.56;0.01;0.06;11.98;5;0;8;10;10.4;23.4;0.1;1;22.8;60.1;28.5;70;;;;;;;;;;;
11-May-11;1187;M2;0;2.01;0.01;0.14;16.76;10;30;5;5;10.4;25.3;0;1;25.8;72;41.3;75;;;;;;;;;;;
11-May-11;1188;M4;0;2.2;0.01;1.25;16.91;50;100;55;30;10.3;27.6;0.1;6.2;25.2;81.6;32.8;82;200;3;5;11;5.17;0.01;43.85;9.73;4.009006994;60.93593355;62
17-May-11;1189;M6;0;0.71;0.02;0.95;1.55;130;100;10;10;9.9;26.1;0.3;4;7.6;68.6;8;67.5;200;17;5;10.8;5.52;0.03;32.5;4.28;19.34296978;85.92200925;84
29-May-11;1191;M4A;33825;0.27;0.05;1.91;7.35;10;150;17;5;10;6.7;1.3;5;9.6;57.3;6.1;55;200;15;5;11;1.29;0.07;30;10.88;25.8011362;85.65783911;83.5
29-May-11;1192;M4A;173940;0.5;0.08;5.38;8.87;40;200;15;5;9.8;9.9;1.9;17.3;12.4;56.6;9.4;55;250;20;5;11.1;1.52;0.09;37.2;9.47;37.19630179;86.76501724;84
7-Jun-11;1193;M1;77295;1.14;0.01;0.06;14.84;15;;10;5;10.5;19.5;0.1;0.7;23.3;84.4;46.1;84;;;;;;;;;;;
7-Jun-11;1194;M1;308895;0.59;0.01;0.06;8.38;15;;5;10;10.6;15.4;0.1;0.6;18.9;83;22.8;82;;;;;;;;;;;
7-Jun-11;1195;M1;61215;0.4;0.01;0.04;2.48;5;;5;10;10.5;12.8;0;0.2;14.2;77.7;10.9;77;;;;;;;;;;;
6-Jun-11;1196;M2;0;0.57;0.01;0.09;8.26;15;;10;15;10.7;18.1;0.2;2.4;16.9;86.1;74.3;85;;;;;;;;;;;
16-Jun-11;1197;M1;29805;1.1;0.01;0.18;23.37;60;30;15;5;11.2;19.7;0.1;1.1;23.7;74.1;21.9;75;;;;;;;;;;;
16-Jun-11;1198;M4A;130725;1.17;0.01;2.38;19.29;40;150;15;5;9.9;19.6;0.1;6.7;22;69.2;11.1;70.5;150;15;5;11.5;3.43;0.01;37.2;10.13;16.0318553;81.92897113;81
16-Jun-11;1199;M2A;48905;0.9;0.01;0.28;12.88;15;50;20;15;10.5;15;0.1;1.6;17.5;70.2;24.7;71.5;;;;;;;;;;;
28-Jun-11;1200;M1;220000;1.52;0.02;0.12;6.76;10;;15;10;10;18.1;0.3;1.1;24.5;92.6;69.2;93;;;;;;;;;;;
8-Jul-11;1201;M6;32201;1.72;0.02;1.19;1.88;250;80;8;15;9.9;35.6;0.1;6.5;9.1;84.6;21.8;67.5;200;15;;10.9;4.2;0.02;32.8;2.94;6.147785586;68.17003746;67.5
19-Jul-11;1202;M2;0;0.84;0.01;0.39;13.27;20;20;60;15;10.3;13.4;0.1;3.5;24.9;57.2;31;58;;;;;;;;;;;
19-Jul-11;1203;M5;0;1.91;0.01;0.22;6.74;150;;160;15;10.5;32.3;0.1;5.2;9.9;85;84;81.5;;;;;;;;;;;
19-Jul-11;1204;M6;0;1.74;0.01;1.5;5.8;180;120;90;15;10.4;31;0.2;7.1;9.3;68.3;17.4;67;200;75;10;10.8;9.5;0.04;33.9;5.32;18.83163214;74.78959489;75
26-Jul-11;1205;M6;124193;1.84;0.01;2.02;7.73;200;150;60;15;10.1;33.5;0.2;3.3;10.4;69;6.1;68;200;25;10;10.8;3.18;0.02;34.6;4.26;8.583385892;82.70263874;80.5
26-Jul-11;1206;M2T;229466;1.16;0.01;0.16;12.49;30;;30;15;10.3;24;0.1;2.3;14.6;81.6;55.1;80.5;;;;;;;;;;;
26-Jul-11;1207;M2;58905;1.17;0.01;0.11;14.91;10;30;10;10;10.2;26.6;0;1.6;25.3;84.5;48.1;83.5;;;;;;;;;;;
31-Jul-11;1208;M2;22898;0.53;0.01;0.11;7.12;10;10;7;25;10.2;11.2;0.2;2.7;20.2;11.6;16.3;9;;;;;;;;;;;
24-Ago-11;1212;M4AT;45098;0.78;0.03;1.7;3.05;75;120;90;10;11;31;1.1;2.9;13.3;59.4;2.7;63;250;12;10;11.5;3.61;0.07;42.6;3.63;11.8;68.4;70.5
30-Ago-11;1214;M2;92194;0.92;0.01;0.06;8.27;10;;10;10;10.2;23.1;0.1;0.6;21.4;84.7;41.7;85.5;;;;;;;;;;;
30-Ago-11;1215;M2T;34808;1.59;0.01;0.05;10.33;10;;20;15;10.2;23;0.1;0.8;19.8;77.3;80.4;78.2;;;;;;;;;;;
30-Ago-11;1216;M5;131220;1.18;0.01;0.13;8.49;120;30;55;15;10;29.4;0.2;0.7;11.2;73.8;14.3;74.3;;;;;;;;;;;
31-Ago-11;1217;M6;17753;2.38;0.01;1.82;4.45;50;150;75;40;9.9;24.2;0.1;12.1;6.4;51.8;22.6;50.5;200;50;70;10.9;6;0.05;18.45;3.76;16.07944662;43.40304926;42.5
31-Ago-11;1218;M6;159289;1.41;0.03;2.04;5.38;100;150;25;15;10;29.1;0.5;5.8;10.1;76.1;10.3;75.5;200;20;5;10.8;2.9;0.13;39.3;3.44;8.931202773;82.30502571;81.5
1-Set-11;1220;M2T;33660;1.13;0.01;0.07;8.5;10;;35;30;10.3;21.9;0.1;1;18;81.1;68.8;82.1;;;;;;;;;;;
1-Set-11;1221;M5;61226;1.43;0.01;0.17;7.58;70;50;80;30;9.9;21.6;0.1;2;11.3;81.5;55.5;80.2;;;;;;;;;;;
1-Set-11;1222;M5;58883;0.65;0.01;0.11;4.84;80;40;65;10;10.3;16.6;0.2;0.9;7.4;87.5;27.3;86;;;;;;;;;;;
8-Set-11;1225;M4A;18690;0.35;0.05;1.56;4.74;10;120;28;15;9.9;16.7;3.2;3.5;11.3;38.7;1.7;37.5;200;20;5;10.7;2.28;0.16;46;4.67;20.1259629;86.39845063;85.2
8-Set-11;1226;M2A;18225;1.89;0.01;0.45;17.16;20;30;25;10;10.3;23.7;0.1;2.2;26.4;70;26.8;71;;;;;;;;;;;
8-Set-11;1227;M2;51416;2.21;0.01;0.91;16.92;20;60;30;10;10.3;22.5;0;2.8;26.2;76.5;22.3;77.5;;;;;;;;;;;
8-Set-11;1228;M1;24038;1.66;0.01;0.26;16.56;15;20;23;10;10.3;25.7;0;1.9;27.5;85.5;43.3;86.5;;;;;;;;;;;
13-Set-11;1229;M6;0;1.89;0.02;1.48;5.73;110;140;20;20;10.5;36.1;0.5;5.6;9.6;75.6;15.4;74;250;25;5;10.8;5.34;0.06;39.1;3.78;5.727575238;54.94132646;52
14-Set-11;1230;M6;0;0.96;0.01;1.09;2.01;150;140;23;15;10.4;28.9;0.3;5.9;9.7;82.4;14.1;81;200;23;5;10.6;2.76;0.01;38.4;3.07;6.416995953;75.5672486;74
14-Set-11;1231;M5;0;1.46;0.01;0.26;5.84;150;30;55;25;10.4;35.7;0.2;3.6;10.2;84.9;46.1;83;;;;;;;;;;;
20-Set-11;1232;M2;140036;1.21;0.01;0.12;9.14;5;;7.5;10;10.8;28.1;0.1;1;25.4;89.1;26.9;90.5;;;;;;;;;;;
20-Set-11;1233;M2T;71974;1.46;0.01;0.1;11.77;30;50;30;15;10.4;28.6;0.1;0.9;21.2;80.7;36.7;82;;;;;;;;;;;
20-Set-11;1234;M4AT;58883;2.23;0.01;2.69;11.85;15;150;20;10;10.2;27.5;0;4.4;23.4;67.9;8.6;67;150;15;10;10.8;3.48;0.01;43.92;10.09;8.189674899;81.75654824;82.5
21-Set-11;1235;M2;236591;0.79;0.01;0.03;8.8;5;;12.5;10;10.6;18.9;0.1;0.5;24.1;89.6;49.6;90.7;;;;;;;;;;;
21-Set-11;1236;M2AT;61151;0.87;0.01;0.05;12.19;15;80;20;10;10.2;22.9;0.3;1.1;15.5;76.5;49.6;77.5;;;;;;;;;;;
23-Set-11;1237;MaterialA;51424;0.15;0.01;0.02;5.98;0;;0.6;5;10.2;6.3;0.2;0.5;10.9;78.9;45.7;90;;;;;;;;;;;
25-Set-11;1238;M4A ;27300;0.48;0.31;1.21;2.87;30;120;1.4;15;9.8;12.6;12;6.7;10.1;26.6;5.7;25;200;10;5;10.8;4.73;1.92;23.15;6.46;29.86975767;58.6464672;52
11-Oct-11;1239;M2;0;0.87;0.01;0.06;8.77;10;;27.5;15;10.2;22.9;0.1;0.6;20.9;87.5;32;88.5;;;;;;;;;;;
11-Oct-11;1240;M2;0;0.18;0.01;0.06;3.69;2;;25;20;10;8;0.2;0.7;8.4;82.6;22.5;83;;;;;;;;;;;
11-Oct-11;1241;M5;0;1.02;0.01;0.19;7.03;100;;110;15;10.2;27.1;0.2;1.9;9.5;84.4;32.9;83;;;;;;;;;;;
16-Oct-11;1242;M2;132147;1.02;0.01;0.1;11.7;10;;20;10;10.6;18.4;0;1.3;21.8;90.2;63.6;91.1;;;;;;;;;;;
16-Oct-11;1243;M2;16005;2.2;0.01;0.49;16.58;20;;40;15;10.6;20;0;3.5;24.8;92.4;78.5;92.8;;;;;;;;;;;
21-Oct-11;1244;M6;46354;2.34;0.01;1.24;4.35;150;120;85;15;10.2;29.4;0.2;13.8;8;88.3;82.7;86.5;200;20;10;11;2.93;0.03;6;3.84;3.129896026;12.80053981;18
21-Oct-11;1245;M5;83100;1.74;0.01;0.51;6.01;150;40;90;10;10.1;28.1;0.2;5.8;8.7;88.8;60.9;88.2;;;;;;;;;;;
21-Oct-11;1246;M6;47201;1.41;0.01;1.58;7.83;150;120;80;15;10.2;32.7;0.4;2.4;11.7;68.2;4.4;68;120;20;5;11;4.51;0.03;36.76;4.47;10.01383457;72.32869082;72
21-Oct-11;1247;M6;87593;1.44;0.06;4.04;8.24;100;160;80;15;10.2;20;1.2;5.7;11.5;70;6.9;69.5;250;20;15;11.1;3.25;0.06;42.2;4.8;19.54850755;88.34629816;
21-Oct-11;1248;M4AT;12120;2.27;0.01;2.45;17.67;70;140;30;5;11.1;28;0.1;5.2;21.6;68.3;11.4;67;210;15;15;11.1;5.8;0.01;28.6;12;18.19322459;81.16630579;
